unique_protein_id_A,symbol_id_A,species_A,unique_protein_id_B,symbol_id_B,species_B,cell_line,hour,study,interaction_type
P45880,VDAC2,homo sapien,O96008,TOMM40,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y277,VDAC3,homo sapien,O96008,TOMM40,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P26599,PTBP1,homo sapien,O94826,TOMM70,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P84103,SRSF3,homo sapien,Q13595,TRA2A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13247,SRSF6,homo sapien,Q13595,TRA2A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q07955,SRSF1,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P84103,SRSF3,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13247,SRSF6,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q16629,SRSF7,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13242,SRSF9,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P28070,PSMB4,homo sapien,P26368,U2AF2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P83731,RPL24,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P46776,RPL27A,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y3U8,RPL36,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P62263,RPS14,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P15880,RPS2,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P62851,RPS25,homo sapien,P62987,UBA52,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40121,CAPG,homo sapien,Q9Y3C8,UFC1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P17844,DDX5,homo sapien,Q92900,UPF1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O95168,NDUFB4,homo sapien,P47985,UQCRFS1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O43175,PHGDH,homo sapien,P47985,UQCRFS1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q14247,CTTN,homo sapien,O60763,USO1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q07666,KHDRBS1,homo sapien,O60763,USO1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q08211,DHX9,homo sapien,Q93009,USP7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O43175,PHGDH,homo sapien,Q93009,USP7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P63010,AP2B1,homo sapien,Q9P0L0,VAPA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y276,BCS1L,homo sapien,Q9P0L0,VAPA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q99714,HSD17B10,homo sapien,Q9P0L0,VAPA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y277,VDAC3,homo sapien,Q9P0L0,VAPA,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P33527,ABCC1,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6C9,MTCH2,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9P0L0,VAPA,homo sapien,P45880,VDAC2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P33527,ABCC1,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y6C9,MTCH2,homo sapien,Q9Y277,VDAC3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UG63,ABCF2,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9H9T3,ELP3,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q14978,NOLC1,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O00567,NOP56,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9Y2X3,NOP58,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O15160,POLR1C,homo sapien,Q8NI36,WDR36,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9BZZ5,API5,homo sapien,Q9H0D6,XRN2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P43243,MATR3,homo sapien,P67809,YBX1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q92841,DDX17,homo sapien,P49750,YLPM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P23246,SFPQ,homo sapien,Q9Y5A9,YTHDF2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P60228,EIF3E,homo sapien,Q14152,EIF3A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P60228,EIF3E,homo sapien,Q99613,EIF3C,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q13618,CUL3,homo sapien,Q9Y316,MEMO1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P82979,SARNP,homo sapien,O00148,DDX39A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P82979,SARNP,homo sapien,O00148,DDX39A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P82979,SARNP,homo sapien,O00148,DDX39A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P40763,STAT3,homo sapien,Q14847,LASP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UBU9,NXF1,homo sapien,P52948,NUP98,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q07955,SRSF1,homo sapien,Q13523,PRPF4B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O96008,TOMM40,homo sapien,Q99714,HSD17B10,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q06609,RAD51,homo sapien,Q8WX92,NELFB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q08211,DHX9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P06748,NPM1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q92841,DDX17,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P51991,HNRNPA3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q14247,CTTN,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P09874,PARP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q15436,SEC23A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P62917,RPL8,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q13242,SRSF9,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q14103,HNRNPD,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P51991,HNRNPA3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q99729,HNRNPAB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q15155,NOMO1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P26368,U2AF2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P05455,SSB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P62995,TRA2B,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P09429,HMGB1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P31942,HNRNPH3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P84103,SRSF3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q92900,UPF1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P46783,RPS10,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P24534,EEF1B2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q07955,SRSF1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P13797,PLS3,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q9BZZ5,API5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q15424,SAFB,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q16629,SRSF7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q01130,SRSF2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q96PU8,QKI,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P62333,PSMC6,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,O00560,SDCBP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q8N684,CPSF7,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q9Y5B9,SUPT16H,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q15056,EIF4H,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P43487,RANBP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P27824,CANX,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q86U42,PABPN1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P63241,EIF5A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q86V81,ALYREF,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q07666,KHDRBS1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q13247,SRSF6,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P05198,EIF2S1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P35637,FUS,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q9P2E9,RRBP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q15084,PDIA6,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,O14979,HNRNPDL,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q96EP5,DAZAP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q01844,EWSR1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P82979,SARNP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q13595,TRA2A,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P51858,HDGF,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P31948,STIP1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P50402,EMD,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P62851,RPS25,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,Q9UIQ6,LNPEP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O00148,DDX39A,homo sapien,P82979,SARNP,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q14011,CIRBP,homo sapien,P61978,HNRNPK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q01844,EWSR1,homo sapien,P50995,ANXA11,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9UHX1,PUF60,homo sapien,Q9UHX1,PUF60,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P38159,RBMX,homo sapien,P61978,HNRNPK,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P07910,HNRNPC,homo sapien,P07910,HNRNPC,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P61457,PCBD1,homo sapien,P61457,PCBD1,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
P61457,PCBD1,homo sapien,P51116,FXR2,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q9HCD5,NCOA5,homo sapien,Q9HCD5,NCOA5,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
O75534,CSDE1,homo sapien,Q9H3H3,C11orf68,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
Q96I24,FUBP3,homo sapien,Q96PU8,QKI,homo sapien,-,-,"psi-mi:""MI:0463""(biogrid)",Protein Protein
