symbol_id_A,unique_protein_id_A,species_A,interactor_B,species_B,cell_line,hour,study,interaction_type
GTF2F2,P13984,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FBN1,P35555,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FBN2,P35556,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP214,P35658,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP62,P37198,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
DCAF7,P61962,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
EIF4H,Q15056,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP54,Q7Z3B4,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MIB1,Q86YT6,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SPART,Q8IYH5,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NEK9,Q8TD19,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ZNF503,Q96F45,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP88,Q99567,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP58,Q8IYH5,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MAT2B,Q9NZL9,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FBLN5,Q9UBX5,Homo sapiens,nsp9,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PPT1,P50897,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CUL2,Q13617,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MAP7D1,Q3KQU3,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
THTPA,Q9BU02,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ZYG11B,Q9C0D3,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TIMM8B,Q9Y5J9,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
RBX1,P62877,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ELOC,Q8IYH5,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ELOB,Q8IYH5,Homo sapiens,ORF10,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
HMOX1,P09601,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TRIM59,Q8IWR1,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ARL6IP6,Q8N6S5,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
VPS39,Q96JC1,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CLCC1,Q96S66,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
VPS11,Q9H270,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SUN2,Q9UH99,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ALG5,Q9Y673,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
STOML2,Q9UJZ1,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NUP98,P52948,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
RAE1,P78406,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MTCH1,Q9NZJ7,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
HEATR3,Q7Z4Q2,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MDN1,Q9NU22,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PLOD2,O00469,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TOR1A,O14656,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
STC2,O76061,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PLAT,P00750,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ITGB1,P05556,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CISD3,P0C7P0,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
COL6A1,P12109,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PVR,P15151,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
DNMT1,P26358,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
LOX,P28300,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PCSK6,P29122,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
INHBE,P58166,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NPC2,P61916,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MFGE8,Q08431,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
OS9,Q13438,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NPTX1,Q15818,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
POGLUT2,Q8IYH5,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
POGLUT3,Q8IYH5,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ERO1B,Q8IYH5,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PLD3,Q8IV08,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FOXRED2,Q8IWF2,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CHPF,Q8IZ52,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PUSL1,Q8N0Z8,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
EMC1,Q8N766,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
GGH,Q92820,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ERLEC1,Q96DZ1,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
IL17RA,Q96F46,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NGLY1,Q96IV0,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
HS6ST2,Q96MM7,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SDF2,Q99470,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NEU1,Q99519,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
GDF15,Q99988,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TM2D3,Q9BRN9,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ERP44,Q9BS26,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
EDEM3,Q9BZQ6,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SIL1,Q9H173,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
POFUT1,Q9H488,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SMOC1,Q9H4F8,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PLEKHF2,Q9H8W4,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FBXL12,Q9NXK8,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
UGGT2,Q9NYU1,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CHPF2,Q9P2E5,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ADAMTS1,Q9UHI8,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
HYOU1,Q9Y4L1,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FKBP7,Q9Y680,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ADAM9,Q13443,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FKBP10,Q96AY3,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SLC9A3R1,O14745,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CHMP2A,O43633,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
CSDE1,O75534,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TOMM70,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MARK3,P27448,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MARK2,Q7KZI7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
DPH5,Q9H2P9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
DCTPP1,Q9H773,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
MARK1,Q9P0L2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PTBP2,Q9UKA9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
BAG5,Q9UL15,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
UBXN8,O00124,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
GPAA1,O43292,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
WFS1,O76024,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ABCC1,P33527,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
F2RL1,P55085,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SCAP,Q12770,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
DPY19L1,Q2PZI1,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TMEM97,Q5BJF2,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
SLC30A6,Q6NXT4,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TAPT1,Q6NXT6,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ERMP1,Q7Z2K6,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NLRX1,Q86UT6,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
RETREG3,Q8IYH5,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PIGO,Q8TEQ8,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
FAR2,Q96K12,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ECSIT,Q9BQ95,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ALG8,Q9BVK2,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TMEM39B,Q9GZU3,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
GHITM,Q9H3K2,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
ACAD9,Q9H845,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NDFIP2,Q9NV92,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
BCS1L,Q9Y276,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NDUFAF1,Q9Y375,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
TMED5,Q9Y3A6,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
NDUFB9,Q9Y6M9,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
PIGS,Q96S52,Homo sapiens,ORF9c,Severe acute respiratory syndrome coronavirus 2,-,-,Gordon DE (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Yan R (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wrapp D (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wrapp D (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wrapp D (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wrapp D (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Walls AC (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,S,Severe acute respiratory syndrome coronavirus 2,-,-,Walls AC (2020),Protein Protein
N,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,MASP2,Homo sapiens,-,-,Gao T (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Tai W (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Sun C (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Chan KK (2020),Protein Protein
BSG,P35613,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wang K (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,BSG,Homo sapiens,-,-,Wang K (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,BSG,Homo sapiens,-,-,Wang K (2020),Protein Protein
BSG,P35613,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Wang K (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,BSG,Homo sapiens,-,-,Wang K (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Lan J (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Lan J (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Zhang L (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Zhang L (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Jin Z (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Jin Z (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Jin Z (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Wang C (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Dai W (2020),Protein Protein
nsp7,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
nsp8,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
nsp7,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
nsp8,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Song W (2018),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Song W (2018),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,FURIN,Homo sapiens,-,-,Bestle D (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,TMPRSS2,Homo sapiens,-,-,Bestle D (2020),Protein Protein
nsp5,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp5,Severe acute respiratory syndrome coronavirus 2,-,-,Jin Z (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Chi X (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Chen X (2020),Protein Protein
S,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ACE2,Homo sapiens,-,-,Zeng X (2020),Protein Protein
nsp8,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp7,Severe acute respiratory syndrome coronavirus 2,-,-,Peng Q (2020),Protein Protein
nsp16,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp10,Severe acute respiratory syndrome coronavirus 2,-,-,Rosas Lemus M (2020),Protein Protein
nsp16,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp10,Severe acute respiratory syndrome coronavirus 2,-,-,Rosas Lemus M (2020),Protein Protein
ACE2,Q9BYF1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Zhao X (2020),Protein Protein
nsp10,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp16,Severe acute respiratory syndrome coronavirus 2,-,-,Viswanathan T (2020),Protein Protein
nsp10,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp16,Severe acute respiratory syndrome coronavirus 2,-,-,Viswanathan T (2020),Protein Protein
nsp7,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
nsp8,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp12,Severe acute respiratory syndrome coronavirus 2,-,-,Gao Y (2020),Protein Protein
nsp2,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,nsp15,Severe acute respiratory syndrome coronavirus 2,-,-,Liang Q (2020),Protein Protein
nsp1,Q8IYH5,Severe acute respiratory syndrome coronavirus 2,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,Liang Q (2020),Protein Protein
